Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.1502;CO;2025-06-26 09:53:07.977000;2025-06-26 11:17:53.924000;;;ESFIGMOMANOMETRO ANEROIDE;;;1;SENC;SERVIÇO DE ENDOSCOPIA;;EM USO;;0;1;0;0;0;0;29;;140;;;NÃO;;0;;0;FABIANA RIBEIRO DA SILVA BRAGA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;24.884;CO;2024-10-15 16:16:07.051000;2024-10-15 16:19:23.868000;;;SENSOR OXIMETRO PULSO;;;2;SENC;ENGENHARIA CLÍNICA;;EM USO;;0;0;0;0;0;0;;;30;;;NÃO;;560;;560;GERCINA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.1399;CO;2025-06-10 15:50:01.657000;2025-06-12 08:14:19.544000;HCPE-1071,407.641;031Q1430;DESFIBRILADOR-CARDIOVERSOR;EMAI;DX-10-PLUS;;SENC;DERMATOLOGIA;;EM USO;NÃO;1;40;1;24;0;23;3;;60;;;NÃO;;0;;0;KERSEY WIRLEIDE ANACLETO XAVIER DA SILVA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;24.421;CO;2024-07-04 15:58:54.512000;2024-07-04 16:02:47.009000;;;SENSOR OXIMETRO PULSO;;;3;SENC;UTI ADULTO;;EM USO;;0;0;0;0;0;0;0;;60;;;NÃO;;0;;0;ANDREA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.2536;EE;2025-09-29 08:39:24.079000;;;;SUPORTE;;;1;SENC;8 sul;;PARADO;;;;;;0;0;21;;10;;;NÃO;;0;;0;RICARDO RUBENS DOS SANTOS
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;24.1117;CO;2024-11-18 11:47:27.487000;2024-11-18 16:39:30.887000;;;CABO-TERMINAL ECG;;;4;SENC;UTI ADULTO;;EM USO;;0;4;0;4;0;4;3;;55;;;NÃO;;740;;740;MARIA KAROLINE DA SILVA ANDRADE
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.2613;CO;2025-10-01 09:21:59.715000;2025-10-03 09:17:16.476000;;;TERMOMETRO ELETRONICO;;;1;SENC;SERVIÇO DE ENDOSCOPIA;;EM USO;;1;47;1;47;1;47;2854;;50;;;NÃO;;0;;0;FABIANA RIBEIRO DA SILVA BRAGA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;24.1214;CO;2024-11-29 09:20:42.123000;2024-12-04 13:43:29.056000;;;CABO-TERMINAL ECG;;;1;SENC;UTI ADULTO;;EM USO;;5;124;4;119;4;119;0;;30;;;NÃO;;185;;185;AILANA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.2616;CO;2025-10-01 09:50:20.883000;2025-10-02 09:31:30.858000;;;ESFIGMOMANOMETRO ANEROIDE;;;1;SENC;academia;;EM USO;;0;23;0;0;0;0;3;;40;;;NÃO;;0;;0;BARBARA AMARAL
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;24.1239;CO;2024-12-09 15:32:55.783000;2024-12-12 09:26:38.974000;;;SENSOR OXIMETRO PULSO;;;1;SENC;UTI ADULTO;;EM USO;;2;65;0;1;0;1;69;;60;;;NÃO;;280;;280;ANDREIA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.12;EE;2025-01-06 07:25:36.257000;;;;SUPORTE;;;1;SENC;UTI ADULTO- 5º ANDAR;;PARADO;;;;;;0;0;1;;840;;;NÃO;;0;;0;HELDER GUILHERME
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.2076;CO;2025-08-20 11:22:17.541000;2025-08-20 15:10:20.084000;HCPE-0141,758.390;20120035698;CAMA ELETRICA;LINET;ELEGANZA SMART;;SENC;UTI ADULTO;;EM USO;NÃO;0;3;0;3;0;3;4;96;70;;;NÃO;;0;;0;JANE MARIA DE OLIVEIRA SANTOS
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.80;CO;2025-01-14 16:27:47.988000;2025-01-15 08:59:31.006000;;;CABO-TERMINAL ECG;;;1;SENC;SALA DA ENG. CLÍNICA;;EM USO;;0;16;0;0;0;0;6;;270;;;NÃO;;0;;0;CATARINA MARIA ALVES
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.81;CO;2025-01-14 16:28:38.751000;2025-01-15 08:59:17.957000;;;MANGUEIRA PNI;;;1;SENC;SALA DA ENG. CLÍNICA;;EM USO;;0;16;0;0;0;0;5;;120;;;NÃO;;0;;0;CATARINA MARIA
HC-UFPE;HC;DADT - 5345;Manutenção Corretiva;25.1085;CO;2025-05-15 12:14:35.126000;2025-05-15 16:25:38.001000;;;MONITOR MULTIPARAMETRICO;;;1;SENC;Ambulatório de Oncologia- 3° andar  ;;EM USO;;0;4;0;4;0;0;242;;100;;;NÃO;;0;;0;DANIELLY
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.725;CO;2024-09-30 09:26:54.346000;2024-10-25 14:56:37.016000;HCPE-3014,;31213Q/00;BOMBA INFUSAO SERINGA;SAMTRONIC;ST-7000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;25;605;25;604;0;0;;839;25;;14;SIM;NÃO;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2398;CO;2025-09-12 11:53:24.891000;2025-09-19 09:31:57.091000;HCPE-2823,771.983;M20413150089;ELETROCARDIOGRAFO;EDAN;SE-300-B;;SENC;AMBULATÓRIO DE CARDIOLOGIA;;EM USO;NÃO;6;165;6;165;0;0;9896;79;85;;;NÃO;;0;;0;RENATA DE MESQUITA VALADARES
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1378;SR;2025-06-10 08:53:02.908000;2025-06-11 13:27:18.464000;HCPE-0490,757.896;SSAK-0159;VENTILADOR TRANSPORTE;DRAGER;OXYLOG-3000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;;;;;0;0;;76;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2463;CO;2025-09-22 07:27:43.087000;2025-09-22 09:51:18.555000;HCPE-0780,757.092;20120034526;CAMA ELETRICA;LINET;ELEGANZA SMART;;SENC;8 sul ;;EM USO;NÃO;0;2;0;2;0;1;60;;135;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2340;CO;2025-09-08 08:02:14.036000;2025-09-11 08:59:31.179000;HCPE-1494,1707/2003;030604000;OXIMETRO PULSO;DIXTAL;DX-2405;;SENC;8 sul ;;EM USO;NÃO;3;72;3;72;0;0;4369;18;30;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1848;SR;2025-07-31 10:33:41.441000;2025-07-31 11:39:34.826000;;9153;CAMA ELETRICA;MEDI SAUDE;MS-11.003;;SENC;8 sul ;;EM USO;NÃO;;;;;0;0;;9;0;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1516;SR;2025-06-27 15:13:29.622000;2025-06-27 18:22:11.957000;HCPE-0062,406.014;141691;ESFIGMOMANOMETRO ANEROIDE;MIKATOS;156-H;;SENC;8 sul;;EM USO;NÃO;;;;;0;0;;417;0;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.234;CO;2024-05-21 11:07:35.072000;2024-05-28 15:11:26.848000;;;SENSOR OXIMETRO PULSO;;;1;SENC;UNIDADE DE BLOCO OBSTÉTRICO;;EM USO;;7;172;7;171;0;4;10012;;80;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2293;SR;2025-09-02 09:02:56.016000;2025-09-03 10:05:22.688000;HCPE-0967,;20141343274;VENTILADOR BIPAP/CPAP;RESMED;STELLAR-150;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;;;;;0;0;;385;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2292;SR;2025-09-02 09:00:47.453000;2025-09-03 10:05:51.053000;HCPE-1904;20140691783;VENTILADOR BIPAP/CPAP;RESMED;STELLAR-150;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;;;;;0;0;;32;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2290;SR;2025-09-02 08:50:47.874000;2025-09-03 10:04:14.348000;HCPE-3606;GB-39077045;VENTILADOR UTI;MINDRAY;SV-300;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;;;;;0;0;;;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2289;SR;2025-09-02 08:47:55.267000;2025-09-03 10:04:40.153000;HCPE-3604,;GB-39077071;VENTILADOR UTI;MINDRAY;SV-300;;SENC;CENTRAL DE EQUIPAMENTOS (CE);;EM USO;NÃO;;;;;0;0;;353;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.576;CO;2025-03-21 14:38:39.948000;2025-04-22 15:27:23.097000;COM/2000-0724-103;2000-0724-103;SELADOR PACOTE;SELAPACK;SA-2000;;SENC;UBCME;;EM USO;NÃO;32;768;32;768;0;1;95;;60;;;NÃO;;0;;0;CARLOS EDUARDO SANTOS BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1509;CO;2025-06-27 08:41:11.013000;2025-07-01 08:03:02.543000;HCPE-0018,406.077;141507;ESFIGMOMANOMETRO ANEROIDE;MIKATOS;156-H;;SENC;8 sul ;;EM USO;NÃO;3;95;3;94;3;94;32;288;70;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.574;CO;2025-03-21 13:55:08.001000;2025-03-25 07:40:18.968000;;;SENSOR OXIMETRO PULSO;;;2;SENC;CENTRO OBSTÉTRICO - 4º ANDAR;;EM USO;;3;89;0;0;0;0;0;;120;;;NÃO;;0;;0;RENATO SEVERINO DA SILVA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2431;CO;2025-09-16 16:39:32.769000;2025-09-18 08:13:20.804000;HCPE-3790;;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CENTRAL BRASIL INSTRUMENTOS;CBHT-2;;SENC;8 sul;;EM USO;NÃO;1;39;0;22;0;0;1316;;90;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1345;CO;2025-06-06 10:44:42.048000;2025-06-06 14:28:19.095000;;;ESFIGMOMANOMETRO ANEROIDE;;;2;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;;0;3;0;3;0;0;217;;180;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.187;CO;2024-05-03 11:01:23.776000;2024-05-06 14:28:31.009000;HCPE-0126,405.810;141608;ESFIGMOMANOMETRO ANEROIDE;MIKATOS;156-H;;SENC;central de equipamentos;;PARADO;NÃO;3;75;3;75;3;75;;;0;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2288;SR;2025-09-02 08:41:59.176000;2025-09-03 10:05:02.555000;HCPE-3603;GB-39077062;VENTILADOR UTI;MINDRAY;SV-300;;SENC;CENTRAL DE EQUIPAMENTOS (CE);;EM USO;NÃO;;;;;0;0;;293;0;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1508;CO;2025-06-27 08:35:08.852000;2025-07-01 08:02:51.088000;HCPE-0017,405.803;141709;ESFIGMOMANOMETRO ANEROIDE;MIKATOS;156-H;;SENC;8 sul ;;EM USO;NÃO;3;95;3;94;3;94;39;283;100;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1836;CO;2025-07-30 08:11:27.795000;2025-07-30 10:07:24.018000;;;BRACADEIRA;;;1;SENC;SALÃO QUIMIOTERAPIA - AMBULATÓRIO;;EM USO;;0;1;0;1;0;1;67;;30;;;NÃO;;0;;0;DANIELLY
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.2277;CO;2025-09-01 15:29:20.625000;2025-09-02 07:34:15.665000;;;CARRO EQUIPAMENTO;;;1;SENC;Ambulatório de Oncologia- 3° andar  ;;EM USO;;0;16;0;2;0;0;168;;60;;;NÃO;;0;;0;DANIELLY
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1643;CO;2025-07-07 08:56:23.277000;2025-07-08 08:26:57.035000;HCPE-3857;9130;CAMA ELETRICA;MEDI SAUDE;MS-11.003;;SENC;8 norte ;;EM USO;NÃO;0;23;0;5;0;0;70;2;120;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.424;CO;2024-07-05 11:45:15.918000;2024-07-08 13:09:26.159000;HCPE-1582,410.331;V4A0000004;MONITOR MULTIPARAMETRICO;ALFAMED;VITA-400-A;;SENC;central de equipamentos;;EM USO;NÃO;3;73;2;71;0;0;4270;3;30;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1797;CO;2025-07-28 10:39:49.558000;2025-07-28 14:22:10.111000;HCPE-2622,;08461950;ELETROCARDIOGRAFO;PRO LIFE;ECG-100-L;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;3;0;3;0;0;215;10;60;;;NÃO;;0;;0;STELLA FERREIRAV DA COSTA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1647;CO;2025-07-07 14:17:34.524000;2025-07-08 08:26:20.767000;HCPE-3860;9139;CAMA ELETRICA;MEDI SAUDE;MS-11.003;;SENC;8 norte ;;EM USO;NÃO;0;18;0;1;0;0;105;18;60;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.778;CO;2024-10-03 10:27:19.018000;2024-10-09 11:26:13.039000;;;ESFIGMOMANOMETRO ANEROIDE;;;3;SENC;Nefro;;EM USO;;6;144;1;28;0;0;1736;;90;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1651;CO;2025-07-08 08:06:12.228000;2025-07-08 11:50:46.323000;HCPE-1249,406.034;141681;ESFIGMOMANOMETRO ANEROIDE;MIKATOS;156-H;;SENC;CENTRAL DE EQUIPAMENTOS 9 sul;;EM USO;NÃO;0;3;0;3;0;2;42;12;50;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;24.235;CO;2024-05-21 13:17:03.178000;2024-05-28 15:11:49.095000;;;CABO-TERMINAL ECG;;;5;SENC;central de equipamentos;;EM USO;;7;169;7;168;0;4;9884;;60;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;NCE - 5365;Manutenção Corretiva;25.1483;CO;2025-06-18 08:00:49.094000;2025-07-22 10:11:39.217000;;9128;CAMA ELETRICA;MEDI SAUDE;MS-11.003;;SENC;8 sul ;;EM USO;NÃO;34;818;34;818;34;818;39;;150;;;NÃO;;0;;0;GLEICE KELLY DE MENEZES SOUSA
