Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35
2;HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2343,407.910;XW12316;;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HAMOU ENDOMAT-263310 20;GENERICO;5000;2019-05-27 00:00:00;;0;2020-05-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;1;;;;;17;
2;HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRO CIRÚRGICO - 5º ANDAR;HCPE-1587,407.926;VW12192;;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HAMOU ENDOMAT-263310 20;H STRATTNER E CIA LTDA;72889.2;2015-04-13 00:00:00;01/15;1;2018-04-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;2;1;;18750;;;3;
2;HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRO CIRÚRGICO - 5º ANDAR;HCPE-2218,405.981;FE0593;;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HYSTEROMAT II;H STRATTNER E CIA LTDA;50000;2007-01-01 00:00:00;;1;2008-01-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;756;
1;HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;HCPE-3644;G4-211101;;AUTOCLAVE BANCADA;EQUIPAMENTO;SCICAN;STATIM-5000-G4;H STRATTNER E CIA LTDA;149755.99;2024-04-11 00:00:00; 21/2024;196710;2025-04-11 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;10;
1;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1223,407.498;3856;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-01-07 09:27:51.692000
1;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1260,407.216;;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;2;;;;;;8;2025-01-07 09:39:57.865000
1;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1297,409.293;8916/02;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;2;;;;;;0;2025-01-28 17:01:10.521000
1;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;MATERNIDADE;HCPE-3678;060884;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;BALMAK;ELP-25-BB;MEDICAL COMERCIO EQUIPAMENTO MEDICOS LTDA;1450;2024-11-13 00:00:00;;615.121;2025-11-13 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2024-12-17 14:37:46.663000
1;HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO;HCPE-2177,406.529;8926/02;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;1;;180;;;216;
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-0622,409.254;620/95;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-0648,409.232;8918/02;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-10-06 09:01:15.254000
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1295,758.087;8912/02;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-10-06 09:03:50.051000
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1878,757.898;18193;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;WELMY;109-E;WELMY INDÚSTRIA E COMÉRCIO LTDA.;1500;2012-01-01 00:00:00;;1;2013-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;1;2025-01-28 16:59:59.138000
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1879,757.897;7497/01;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-01-28 17:01:40.135000
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-2176,405.317;8914/02;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-10-06 09:07:44.666000
1;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3677;060883;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;BALMAK;ELP-25-BB;MEDICAL COMERCIO EQUIPAMENTO MEDICOS LTDA;1450;2024-11-13 00:00:00;;615.121;2025-11-13 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-10-06 09:02:33.024000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;DENSITOMETRIA;HCPE-2157,759.699;52171;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-180-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;1500;2017-12-27 00:00:00;51/17;2134;2018-12-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;2;;;;;;0;2025-09-30 13:10:57.658000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;MEDICINA NUCLEAR;HCPE-3373;101682;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI EPP;9800;2022-10-25 00:00:00;46/2022;7053;2023-10-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;0;2025-09-30 13:36:18.117000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-1197,411.804,06344-2007;8781;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;WELMY;W-200;MINISTÉRIO DA EDUCAÇÃO;1500;2018-02-28 00:00:00;;1;2019-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-09-30 13:36:53.094000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-3370;101679;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI EPP;9800;2022-10-25 00:00:00; 46/2022;7053;2023-10-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-09-30 13:36:35.026000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-3374;101683;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI EPP;9800;2022-10-25 00:00:00; 46/2022;7053;2023-10-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-09-30 13:13:39.378000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;RESSONÂNCIA;HCPE-2044,760.604;56520;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;LD-1050;MARCOS RIBEIRO E CIA LTDA;1500;2018-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-09-30 13:36:01.468000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;TOMOGRAFIA;HCPE-3365;101674;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI EPP;9800;2022-10-25 00:00:00; 46/2022;7053;2023-10-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-10-06 08:57:36.849000
1;HC-UFPE;HC;UNIRI;UNIDADE DE RADIOLOGIA INTERVENCIONISTA;HEMODINÂMICA;HCPE-2040,760.605;56521;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;LD-1050;MARCOS RIBEIRO E CIA LTDA;1500;2018-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;0;2025-09-30 13:06:47.278000
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;MEDICINA NUCLEAR;HCPE-1090,;756.063;;BALANCA PACIENTE PLATAFORMA MECANICA;EQUIPAMENTO;FILIZOLA;31;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;2002-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-2162,417.006;22527;;BALANCA PACIENTE PLATAFORMA MECANICA;EQUIPAMENTO;FILIZOLA;150;MINISTÉRIO DA EDUCAÇÃO;1500;2018-11-20 00:00:00;;1;2019-11-20 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;TOMOGRAFIA;HCPE-2501,405.263;46060;;BALANCA PACIENTE PLATAFORMA MECANICA;EQUIPAMENTO;FILIZOLA;150;MINISTÉRIO DA EDUCAÇÃO;1500;2018-01-01 00:00:00;;1;2019-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UNIRI;UNIDADE DE RADIOLOGIA INTERVENCIONISTA;HEMODINÂMICA;HCPE-1461,;414.512;;BALANCA PACIENTE PLATAFORMA MECANICA;EQUIPAMENTO;FILIZOLA;31;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500;1996-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
3;HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO- 5º ANDAR;HCPE-1781,;SA255462D7;sim;BALAO INTRA-AORTICO;EQUIPAMENTO;DATASCOPE;CS-100;MAQUET CARDIOPULMONARY DO BRASIL COMERCIO LTDA;238000;2018-02-01 00:00:00;17/18;53210;2019-02-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;TOMOGRAFIA;HCPE-148,760.708;YU4187;;BANHO MARIA LABORATORIAL;EQUIPAMENTO;FANEM;100;FANEM LTDA;1100;2000-01-01 00:00:00;;1;2001-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
1;HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;TOMOGRAFIA;HCPE-3134,770.384;2201.0006;;BANHO MARIA LABORATORIAL;EQUIPAMENTO;SOLIDSTEEL;SSD-10 L;QUICKBUM E-COMMERCE - EIRELI;1200;2022-02-24 00:00:00;12/22;2208;2023-02-24 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"MANGUEIRA PARA DRENO
PLACA PROTETORA DE RESISTÊNCIA
SUPORTE PARA AMOSTRAS
MANUAL DE INSTRUÇÃO";1;;;;;;0;2025-06-09 08:07:09.069000
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1766;TX7457;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;BA-51;FANEM LTDA;12000;2003-01-01 00:00:00;;1;2004-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;3;;;;;;0;2025-07-10 13:38:11.102000
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3640;FAU013319;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;2085;FANEM LTDA;47000;2024-04-02 00:00:00; 22/2024;83321;2027-04-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3642;FAU013321;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;2085;FANEM LTDA;47000;2024-04-02 00:00:00;22/2024;83321;2027-04-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;2;;;;;0;2024-05-13 13:16:15.964000
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;UTI NEONATAL;HCPE-0621,407.109;TX7460;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;BA-51-TS;FANEM LTDA;12000;2003-01-01 00:00:00;;1;2004-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;0;2025-08-26 13:41:38.668000
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;UTI NEONATAL;HCPE-1220,407.492;TX746Z;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;BA-51;FANEM LTDA;12000;2003-01-01 00:00:00;;1;2004-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;2;;;;;;0;2025-09-01 15:08:22.126000
3;HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;UTI NEONATAL;HCPE-1256,407.499;TX7458;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;BA-51-TS;FANEM LTDA;12000;2003-01-01 00:00:00;;1;2004-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;0;2025-08-28 07:54:55.678000
3;HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-0536,407.124;JAH83951;;BERCO AQUECIDO;EQUIPAMENTO;FANEM;2051;FANEM LTDA;12000;2011-01-01 00:00:00;;1;2012-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;1;;;;;;6;2025-08-15 14:54:29.814000
